time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	
1.010219795582498534e+02 1.019702071207472613e+02 8.694542069915128479e+01 9.205197306273119295e+01 1.021308366615000409e+02 1.091572611583249284e+02 1.072518957094074494e+02
1.088913337137925623e+02 1.085321598119701889e+02 8.716325201466418093e+01 9.346899461947595000e+01 1.163082121650636509e+02 1.049741277207700989e+02 8.891473214459193741e+01
1.126053107243362490e+02 9.746582793266232159e+01 8.163156825382449711e+01 9.286712345419300618e+01 1.112701245992852250e+02 1.017101535909387593e+02 9.238097791738239550e+01
9.216252625070609383e+01 9.262677482566998322e+01 1.130867485391741809e+02 1.057276339988555378e+02 1.038248664522831319e+02 1.016756202222274226e+02 9.628732223469782525e+01
1.025565483404194680e+02 1.002442549561403666e+02 1.039534532760684584e+02 1.054012832463811122e+02 1.037145556644605335e+02 1.012028749867479718e+02 9.257789752714847964e+01
1.199771154720649946e+02 9.441866602189169555e+01 1.148428053633778205e+02 1.066023405665224288e+02 9.520537374606696801e+01 9.705390655564096392e+01 1.068656217536110233e+02
1.188687744996260420e+02 9.435246240750785773e+01 8.760639212091042793e+01 8.680736981466596092e+01 1.039646427529527273e+02 1.074520960449708014e+02 8.548113410738474727e+01
1.135012378968881990e+02 9.411560731079447351e+01 8.348439065407086446e+01 8.850278486396663880e+01 9.953490164657353034e+01 1.046823737118967870e+02 1.172771079156110261e+02
1.050813031028804687e+02 1.001060361096156157e+02 8.655190096536719579e+01 9.851591026340426538e+01 9.197776573588333804e+01 1.053492672373401717e+02 1.073581990418392849e+02
1.017141427897114170e+02 9.571096864288588790e+01 1.036988981109283543e+02 9.842122782189770192e+01 1.054653629356046878e+02 1.058891751414190310e+02 1.063956721273223707e+02
9.850993946580902616e+01 9.247910149258267154e+01 8.998888938267768367e+01 9.853243393581067266e+01 1.132818378173062399e+02 9.369450929028357677e+01 7.933902084883290229e+01
1.002428571675433773e+02 8.958312721518511523e+01 9.432172766390064567e+01 9.429443934113749037e+01 1.096193266265581343e+02 9.428477021264271229e+01 1.136777453123038697e+02
1.034470613206610494e+02 1.030556808852761037e+02 9.825475640088488660e+01 9.589002496164100364e+01 1.009938543955311303e+02 8.693220188173353336e+01 1.171257209022424348e+02
1.057557707715946975e+02 9.946470392425432294e+01 1.062005916060197706e+02 8.642144567243862241e+01 1.006158595342332660e+02 1.183017883108981607e+02 1.140148598717764230e+02
9.147168604237081979e+01 9.821037415658403802e+01 1.117126444920011750e+02 9.357861234656903093e+01 1.046952554888588907e+02 8.628512881698640058e+01 1.139547520628682378e+02
1.111429692178646178e+02 9.920526916043517929e+01 1.126200272947939993e+02 9.315068048127346856e+01 8.948724883190028834e+01 1.056087386374153141e+02 1.061610556320197816e+02
1.070446009784287611e+02 9.030989124271928858e+01 1.125113446470873129e+02 8.933098252456760235e+01 9.058921115935905277e+01 1.027444394768104416e+02 1.074812502301386985e+02
9.314087280265960089e+01 9.537445684998530737e+01 9.263984801673473157e+01 9.690016358201529556e+01 8.649009073503830791e+01 8.592876079989969185e+01 1.062391517340479368e+02
9.997133966335842103e+01 9.169196026736433680e+01 9.679924163379763513e+01 1.114311527671897011e+02 9.678164155522796364e+01 9.588767088797442284e+01 1.031523971477525663e+02
9.207370146733961747e+01 9.135347737839214233e+01 1.076881112155898279e+02 1.045395421999161556e+02 1.005638895755885471e+02 1.011659047669638483e+02 9.989978684878130366e+01
9.991406017076977264e+01 1.006677609206691386e+02 1.142294183713982392e+02 1.055692093891417045e+02 9.762122489023738581e+01 1.011914266623853962e+02 9.914237454100326374e+01
1.035558122070032567e+02 9.952480546180169085e+01 1.194823676840493079e+02 1.000477649610590873e+02 9.303132901841708247e+01 1.013158389233005749e+02 1.049255081598893611e+02
7.972559135391990992e+01 1.192985148032694127e+02 1.195293458016050892e+02 9.589372400072922176e+01 1.031697097052670671e+02 7.656504951592530972e+01 9.085922144750915663e+01
7.761684453617155555e+01 1.101318594119175742e+02 9.691414545549017134e+01 9.827777692867736903e+01 8.582429446312099230e+01 8.608063944978680126e+01 9.285830307448819099e+01
7.786556109257020353e+01 1.012008314534847386e+02 8.912662826665490456e+01 9.927147320820193954e+01 9.064378966657578474e+01 8.462886759234018541e+01 8.675187725635819902e+01
9.550030934194363397e+01 1.155040918712003588e+02 8.208472639568739737e+01 9.802067738441979827e+01 9.662672099520655422e+01 1.151930842059550457e+02 9.358169574364839605e+01
9.990562646876200859e+01 9.026127057683524413e+01 9.807734407224629081e+01 1.059861261234789538e+02 9.936396874290662140e+01 8.899604606968097187e+01 9.513720414915167112e+01
9.421783909129123913e+01 9.703513149421226558e+01 1.051740138365976946e+02 9.814833573863234051e+01 9.513273110361519969e+01 1.084849035731541846e+02 9.032699238348840254e+01
9.998872464931613990e+01 9.136731118235218219e+01 9.496671796637583896e+01 1.015860789674559328e+02 1.047657624707923532e+02 1.086874304092054615e+02 1.122308425527051128e+02
8.690788610341665787e+01 8.086237830836549279e+01 1.097182490485856050e+02 9.894032595798117313e+01 1.106544459529539779e+02 9.176238519699862195e+01 1.147864669828158100e+02
8.763435801026021466e+01 9.011070987734873938e+01 9.943028717025590879e+01 9.541141341861654723e+01 1.106532798061811604e+02 9.385626857049473415e+01 1.001043625258404433e+02
9.729736642309683248e+01 9.391886240600413771e+01 9.730845547649145999e+01 9.218993867252210350e+01 1.115987698818329932e+02 1.148105294036015778e+02 9.425283392829352636e+01
9.089293040476528063e+01 1.131664742793134053e+02 9.217484309150307809e+01 9.187061472609660484e+01 9.996422362837667208e+01 9.049518763819588685e+01 9.315267407615313289e+01
8.327020205146030207e+01 9.755042699609204249e+01 9.879601095241339692e+01 1.077110547683579682e+02 9.417079306335617161e+01 9.276514461015263180e+01 9.176502195433796771e+01
8.130718451423653903e+01 9.713177062990801858e+01 9.516076154444675694e+01 8.752657114613931810e+01 9.158575745234108467e+01 9.230800634431955132e+01 9.851159877856119351e+01
8.920081628526605755e+01 9.839693001453360921e+01 1.037126604040589797e+02 1.047259589022554565e+02 1.027845501230847844e+02 9.223961795656990148e+01 1.178320526504645898e+02
9.499315940135787173e+01 1.178917133577966894e+02 1.076092846431380678e+02 9.463194968501527171e+01 8.326776354553794590e+01 1.016859003087695328e+02 1.185437284517144292e+02
1.049312205142103380e+02 1.149419363466833630e+02 8.413699373612635668e+01 1.021954491902035755e+02 1.111672457077394824e+02 1.022779298078924626e+02 8.595144869439197066e+01
8.843203587711082037e+01 1.045077717640210722e+02 9.344237331236524824e+01 1.068467576933507530e+02 1.223551420995426611e+02 1.022775764013394877e+02 9.279162389294381796e+01
1.092841862241063069e+02 9.614283406833342838e+01 1.000527825719643431e+02 9.041934945000082280e+01 1.052430074176529331e+02 1.033238272252483938e+02 9.662584679158432266e+01
8.902580335103579046e+01 9.994442134209660367e+01 9.029340667968241974e+01 1.021245836737950015e+02 9.805668153869082460e+01 9.485443104839424677e+01 1.009183626689335682e+02
1.045625135476612968e+02 9.572743734228208723e+01 9.081038381778593305e+01 1.060681579121082336e+02 1.216553138455454217e+02 1.104120162743162581e+02 1.007884458919908326e+02
1.024100706481865615e+02 9.928981697773696169e+01 9.615468323874608814e+01 1.110906888694275949e+02 1.074534448885859064e+02 1.130227248048236675e+02 9.194283350533835630e+01
1.041294528574392189e+02 1.002734589092657984e+02 1.029115772121373595e+02 1.008355885457185934e+02 9.899918062204247349e+01 1.050111577331848736e+02 1.113158873544542473e+02
1.103567469695380794e+02 9.427287398358784287e+01 9.937775347044048146e+01 9.031640525809788755e+01 1.010022784410388255e+02 9.677661134738093551e+01 9.154551514911095467e+01
1.062603036702329149e+02 7.890695933356994374e+01 9.346129847089358123e+01 9.247413353178690443e+01 1.007496869522741605e+02 9.937993738965047896e+01 1.070157439877372951e+02
1.120508060358284581e+02 8.884226312428853589e+01 9.193306306385665039e+01 1.058863911372732218e+02 8.761182848503742093e+01 9.244616722052334978e+01 9.653575921534684312e+01
1.035406528582948056e+02 1.029895118367714986e+02 9.080912342169183660e+01 1.072581191456090295e+02 1.067665616492069063e+02 9.744025099947624824e+01 1.021976337270114641e+02
1.063859346958090839e+02 9.766482676775103755e+01 1.028859925053327089e+02 1.100825043795237264e+02 1.008637244635147141e+02 1.037084837085315883e+02 1.124701686581554441e+02
1.014317076273958094e+02 9.274617598434844012e+01 9.059784656943531900e+01 9.644596465553235021e+01 9.559150725331204512e+01 8.895203536377744058e+01 1.120194961936569058e+02
9.843396704174604395e+01 9.541548787052876435e+01 8.167170576284726735e+01 1.024390591548551015e+02 9.272699176054626946e+01 8.953856068846971539e+01 1.144598649143186293e+02
1.019066442236424166e+02 9.672009556290812782e+01 7.915044287263886247e+01 1.018378406122166808e+02 9.043920942433678078e+01 9.844830836561156673e+01 9.776634962955144204e+01
1.084330340719820072e+02 1.045422055266043913e+02 9.890328959882380389e+01 1.058410567867876182e+02 9.472436965383622010e+01 1.065511331036165643e+02 1.022771256311628036e+02
1.067049628341116403e+02 9.816336562923071085e+01 1.040033880368076638e+02 1.036615128233601126e+02 9.034690589783427583e+01 1.151492325346667798e+02 1.022617320649059991e+02
1.081808547708669153e+02 8.179057129924052560e+01 1.149822954219949622e+02 9.414036525537177624e+01 9.896211747078770316e+01 1.026013496995841905e+02 8.553389034855462114e+01
9.253296481449291377e+01 8.952649500598661803e+01 9.519469352578204280e+01 1.075266333943851009e+02 1.061921444521536841e+02 1.140560148205027531e+02 1.123319311562994756e+02
9.550223447230422380e+01 8.828365588299297428e+01 1.274705819126579200e+02 1.021216773248187621e+02 1.173535265614667935e+02 1.154654623040449906e+02 8.710751961995165971e+01
1.073127229184626401e+02 8.369392085692638261e+01 1.201351990480139307e+02 9.212024714139079151e+01 1.145206036161345793e+02 1.073032705105600542e+02 1.006480648126442361e+02
1.142571520481576215e+02 1.124390030426657177e+02 8.084272378639968792e+01 1.126863245046546211e+02 1.155290931208072180e+02 1.135600966135011873e+02 1.096952183851126108e+02
1.131141357436284807e+02 1.115028379562486407e+02 8.898750314363141456e+01 1.071102404772000654e+02 1.028825271911198769e+02 9.126345793658127548e+01 1.032781237053243046e+02
1.154396073257934887e+02 1.254442434739233221e+02 1.150509725945223494e+02 1.120676924832438601e+02 9.815993323043409191e+01 1.110441388057474512e+02 1.036201892701184590e+02
7.594056254628812042e+01 8.990782754681947608e+01 1.023347556990949556e+02 1.174903672605259715e+02 9.416854013565486525e+01 9.230798130476156871e+01 9.870442159951403482e+01
1.020615807740320804e+02 8.882738627857150959e+01 1.047525620380956184e+02 1.246582163430885686e+02 1.108497453840414124e+02 1.204497527628633691e+02 9.341550085641580381e+01
1.015283028637688147e+02 9.878296421679024775e+01 1.056554926118897129e+02 9.228275431764423331e+01 8.742409130392896088e+01 1.146472424590654100e+02 1.098513120305030952e+02
8.711187931671811668e+01 9.894876636743614995e+01 9.309759904204318559e+01 1.105211069407957041e+02 1.051794975130122225e+02 1.032817444973029524e+02 9.106176238973371539e+01
1.161501546432305361e+02 9.797180597029009164e+01 9.573815874005568105e+01 8.534755747084705035e+01 1.071446870834965637e+02 9.778836008534017310e+01 9.955732034504312367e+01
1.068335979111359677e+02 1.194738865785319604e+02 1.006066634599003180e+02 9.524864991269753034e+01 8.573745950195512933e+01 1.042789568584183115e+02 9.827015943795385056e+01
1.165264926845087814e+02 1.084529187471828919e+02 9.808744563406446559e+01 1.123968950022394893e+02 1.111903390252783765e+02 1.048776399550895633e+02 1.007111817149270934e+02
8.554368723607851166e+01 1.028451160560134809e+02 8.950739115524456224e+01 1.068173279475410027e+02 9.122236132732001579e+01 8.074891136515944368e+01 1.056646021508525592e+02
9.858448733855274781e+01 1.030422788206046079e+02 1.042084349457401515e+02 8.425067994562320450e+01 7.860165349491838072e+01 9.888647285230756268e+01 8.789869728846865371e+01
9.787866905727099720e+01 1.023043012228007598e+02 1.126201367841303238e+02 1.124563713591149394e+02 8.900508730558749448e+01 9.957398701339020874e+01 9.318992600504712698e+01
8.274163665116893185e+01 1.054282635113599156e+02 1.226245009667244403e+02 1.057029850906329642e+02 1.180351303547082864e+02 1.010544520523954759e+02 9.629139299678594455e+01
9.118097167557388616e+01 9.579344353548327717e+01 1.205879949494542274e+02 9.731972108491984841e+01 1.102844359564297889e+02 1.049159825946305773e+02 8.461607381834276964e+01
9.197581379025695014e+01 1.010908813735895677e+02 1.182029029329052179e+02 9.753115917263728818e+01 1.087604704869965246e+02 1.043529205960477810e+02 8.713565149025644985e+01
9.235090309701426747e+01 9.488967867265307632e+01 1.023027643427735711e+02 1.141007130207679410e+02 9.576863656143774506e+01 9.896682832382158779e+01 1.125562888069807315e+02
9.931812598910984491e+01 1.009828407872132630e+02 9.458953108352868355e+01 1.035261868797476268e+02 1.113778368437444328e+02 1.028579193459801218e+02 1.050338242040688215e+02
1.041992436420667474e+02 9.702572282487710709e+01 1.063294378086891925e+02 1.088204483360821939e+02 1.154934720054801431e+02 8.642474734427335648e+01 9.985726284028929456e+01
8.783779424753382159e+01 1.035293122396393244e+02 9.788775549495804285e+01 1.080878200183926623e+02 1.167849686504470839e+02 8.443490641685072262e+01 1.093650980061416362e+02
1.131426522511199693e+02 1.008905885580735315e+02 1.068904581856382094e+02 1.029279564334510582e+02 9.972045273562422096e+01 8.514117216334845750e+01 9.530788750617855953e+01
9.941570048691175998e+01 9.429978866464875864e+01 9.698523355140753210e+01 9.218143856640556066e+01 1.017988715988140314e+02 1.161013647131715913e+02 9.361770031819359872e+01
1.014911376604777047e+02 1.035021552844083033e+02 1.083057835870585279e+02 1.052945986162661427e+02 1.016320063012344548e+02 1.105191760652754454e+02 1.034252789899001499e+02
8.805224356524209384e+01 1.010966705101874652e+02 9.481600362509651347e+01 1.097227306896283210e+02 1.009807822578650160e+02 9.871874526525537874e+01 1.070034628713840164e+02
8.053823825291402727e+01 1.063925633798889407e+02 9.602499678840653985e+01 9.347586440078048042e+01 9.502603580978038167e+01 9.618018642406357799e+01 1.090224809594101600e+02
8.628678608628584357e+01 1.056541951951775218e+02 1.007483825763614647e+02 1.070080912597884435e+02 9.341676780021627735e+01 1.025131142061176064e+02 9.893051279963108868e+01
8.836405311190642919e+01 1.163959636620532194e+02 9.419344837871108211e+01 1.142298620181867506e+02 8.899854627931765094e+01 8.363313674133534903e+01 9.485965888087397957e+01
1.027898039573120315e+02 1.153142011240208120e+02 9.702052868565428412e+01 1.148430497851911269e+02 1.099947348865134273e+02 9.036293696914017914e+01 9.325385091063512277e+01
9.189823558100280820e+01 9.300847328846627704e+01 9.861177059394182720e+01 1.064247041187687017e+02 1.077508168775357262e+02 9.183312839172603503e+01 8.959818866412584271e+01
1.064595476716717570e+02 8.882689409803506919e+01 1.059228165789662484e+02 9.763424988343271593e+01 1.144064275146836565e+02 8.768460809799040589e+01 1.104340988206845111e+02
8.621268130279236175e+01 8.738980734967027786e+01 1.063631698702977673e+02 7.938491890635678772e+01 1.073950509121445833e+02 9.121826710250597614e+01 9.671444948163062350e+01
1.131553669097093859e+02 9.878882589969028061e+01 1.003352365991762554e+02 7.910683722877220703e+01 1.244687077078264679e+02 9.111101185652999845e+01 1.145298835295076287e+02
1.086362080623435276e+02 1.021754470955416281e+02 9.958269031782849368e+01 7.868013160667254624e+01 7.960171615004209400e+01 8.870443628725581675e+01 1.138813748970029280e+02
1.014491142602633431e+02 1.090977115764292762e+02 7.839635436896303133e+01 9.510318818686644704e+01 1.128875175195089469e+02 8.715180458337052016e+01 9.825746608420236328e+01
1.011411319559690014e+02 1.021617508670367442e+02 9.384861038524665844e+01 9.887912984844925290e+01 9.660969655297799363e+01 1.215063636036045267e+02 9.881052343570397056e+01
9.727572606887163431e+01 9.218193110947370883e+01 9.531241128673514140e+01 9.825778524458551999e+01 1.001502375168159347e+02 9.932667915391834867e+01 1.057079894317310647e+02
9.529471494071651705e+01 9.353713171333427567e+01 8.821711604317827948e+01 1.029770301106962762e+02 1.000235947864277222e+02 9.160896372170743973e+01 9.196064300508368206e+01
8.792594121562619591e+01 1.051357734122116341e+02 9.309500933268142830e+01 1.091338783103690560e+02 1.028020667160070474e+02 1.031308973876307675e+02 9.975181493112002329e+01
1.173882559125431158e+02 9.251055855024129926e+01 9.916231227432135142e+01 9.742862977309908956e+01 1.089075688079801552e+02 9.547283682933255022e+01 9.706565925692395069e+01
8.104481026683455980e+01 1.079510956760194063e+02 9.926895010511682926e+01 9.103481930702081115e+01 8.973506403233869833e+01 9.462969195845020920e+01 8.145938543750695260e+01
8.029283979433988350e+01 9.942717759909615438e+01 1.108175980537087355e+02 8.185747927800414914e+01 1.081991816401762208e+02 1.089743733883567813e+02 8.492912436259263131e+01
8.498612358576616543e+01 9.741540458334149832e+01 1.024777799554300231e+02 9.148517290273970559e+01 1.020106370587217270e+02 1.132512037317024465e+02 1.039186236063545437e+02
1.318946957891049863e+02 1.019319664355146955e+02 1.039381577730508326e+02 8.279738448970731213e+01 9.508289483848932377e+01 9.543597482752539918e+01 1.066951394898934495e+02
1.046461372305739985e+02 8.703122699343364843e+01 9.667854142321212407e+01 8.139913494656116200e+01 1.037600532222453040e+02 9.692369572245794984e+01 1.021561017928075046e+02
1.153387650911958531e+02 1.132557691623463256e+02 1.082901958946451799e+02 1.068131267354700640e+02 9.034729008050273080e+01 7.873451319282038696e+01 1.022096061509557217e+02
1.197901495112576811e+02 1.168843822008287674e+02 1.000597637665929796e+02 1.043026186674335634e+02 9.020608043704471868e+01 7.779147390919561644e+01 9.250392553151171171e+01
1.022344450340661695e+02 1.157000874196101563e+02 8.527411060683607502e+01 1.017638614471801475e+02 1.036180156329052551e+02 9.289984297553920101e+01 8.914155423081308527e+01
1.133005631894347260e+02 1.180692472548868750e+02 1.072976679092701033e+02 8.583852252257138105e+01 1.022939973974565646e+02 1.062384620544488882e+02 9.586009651413799304e+01
1.038764954411457353e+02 1.065204138481805387e+02 1.081405032124221748e+02 8.484842545144996961e+01 9.746041682823489793e+01 1.103129200971733610e+02 1.040612745414599374e+02
1.107431178208911433e+02 1.076731226092906297e+02 1.018988090001258939e+02 7.922277933611484002e+01 9.725655801845523740e+01 9.598397326564851539e+01 1.054352022500177952e+02
8.821166387143705379e+01 1.040429594156574638e+02 9.321651334834108127e+01 9.828851118875017789e+01 9.664032691446750789e+01 9.778703106327185424e+01 9.402632514239024886e+01
8.700566838292773753e+01 1.005777598391865268e+02 1.023867306734153146e+02 9.477735118036463291e+01 8.608844155405122933e+01 1.068024847710171912e+02 1.041170101508782722e+02
9.371928561920690015e+01 9.658639840918533537e+01 1.050766167235425002e+02 8.378251886643063528e+01 9.760285919052323322e+01 1.072985998266218957e+02 1.013061364142037917e+02
9.190157243485492700e+01 9.846025649925658740e+01 9.833116533830248329e+01 9.911653758955156945e+01 9.402785857697296024e+01 1.009620941233432632e+02 1.016082710120648898e+02
9.614174286131192559e+01 1.085631532075049535e+02 1.155772643165053637e+02 1.014656092215487178e+02 1.192576227487039802e+02 9.580290944001265530e+01 1.065910605666164059e+02
9.504392908581580457e+01 1.012180925342524347e+02 9.822374959787282478e+01 9.750497644144816434e+01 1.069834935026207461e+02 9.932642876417219213e+01 1.196317861280788861e+02
9.686473264209044487e+01 9.999350360004666527e+01 9.539453986185061751e+01 9.903801213449705187e+01 9.739573910125814393e+01 9.909674514862025774e+01 8.888568186257805337e+01
1.080505580936875276e+02 9.833242400022636787e+01 9.003845878925550039e+01 9.988557865781704947e+01 9.587645952282957751e+01 9.918691514102360429e+01 9.099563763798937543e+01
8.857182602020978379e+01 1.012253658969416961e+02 1.092663780774136484e+02 9.420571600767274845e+01 9.291270077995922350e+01 8.590118992736870496e+01 9.017541207830574024e+01
1.192896495770324350e+02 1.076816720155127598e+02 1.227335001490134658e+02 1.033658408018846586e+02 9.764918446250142381e+01 1.032652862538947574e+02 8.756344086696724105e+01
1.116296210950366685e+02 9.976299694029941634e+01 9.787808270997579996e+01 1.075603444738102041e+02 9.856825702396203326e+01 1.067784276608771563e+02 9.426771062929411471e+01
1.072040278635518575e+02 9.040518453935919752e+01 1.010027717002532484e+02 1.120180339289141642e+02 1.009340351172213275e+02 1.096220579909555539e+02 9.084386718076382294e+01
9.705563103676206538e+01 9.282971850250781642e+01 1.003658149890940621e+02 8.157874801951317068e+01 9.910022220311064700e+01 1.166174592060881849e+02 1.080053969981105411e+02
1.145252548178301595e+02 9.107879747950981653e+01 1.000819461482432757e+02 1.027722477265285903e+02 1.051113284375110197e+02 9.552289944781790609e+01 9.303961856043115120e+01
1.031457936421431043e+02 8.175579862003209541e+01 1.112783253437662978e+02 9.560087151120019655e+01 9.754066028304205815e+01 1.012748939220267630e+02 9.384206522469764877e+01
1.149156883986389062e+02 1.291308418469246533e+02 1.012098183788117467e+02 9.543835273124507523e+01 9.764215015766986028e+01 9.276518039781525715e+01 1.071588017766414680e+02
1.084458885065972709e+02 1.015845428078755788e+02 1.040012866117814383e+02 9.461654736517915865e+01 9.887197971488303949e+01 1.071270295478790047e+02 6.294157721518435267e+01
8.648548315754780447e+01 9.337373787249964607e+01 9.173566653654565073e+01 7.287760030906088105e+01 8.488879654820723886e+01 9.999758796894772672e+01 1.348421012970086394e+02
1.117544106852873540e+02 9.827607886560929273e+01 9.357337960841239521e+01 8.102449227351122829e+01 1.056796654833832037e+02 9.562044252162485236e+01 1.383026995792174034e+02
9.905139236347933718e+01 9.371991636163380690e+01 1.037093069555591569e+02 8.926940713978827091e+01 1.093485628415390920e+02 8.874425145305406204e+01 8.867580238170233997e+01
1.117856030206818900e+02 1.036180264923450807e+02 1.005261467738921795e+02 8.932422984968962965e+01 9.179166187315971115e+01 1.031900955114642073e+02 1.035296868053037400e+02
1.132793279993355355e+02 9.907702159692516375e+01 9.277463263367363311e+01 1.138375285398355174e+02 1.067454352823485237e+02 1.091946589550860836e+02 9.552900842307145979e+01
1.136872768294178115e+02 1.000715938538612306e+02 9.840757898641628287e+01 8.907585308894439891e+01 9.693895394366745677e+01 1.085298120906182362e+02 9.792091036068447352e+01
8.757468247212787560e+01 1.128299930077858022e+02 1.066671285934592390e+02 1.158153419312311172e+02 8.751382909093882745e+01 1.051893581819664547e+02 8.884246212115871799e+01
1.113610162997182442e+02 1.153762311463380854e+02 9.254361163308828964e+01 1.266214936685672825e+02 1.145033636062786968e+02 1.078350885117320530e+02 8.759652813542173533e+01
8.499055779681786760e+01 1.041429368912741893e+02 1.011021676688905870e+02 1.264534878032648635e+02 1.061900055725987499e+02 1.062703523644115648e+02 9.433180807012632840e+01
1.029552508527314956e+02 1.130704542361825276e+02 9.990441374844525058e+01 1.042990323646022830e+02 1.032438164644571970e+02 9.982643994995402181e+01 9.626514190219666034e+01
9.252383237979930186e+01 1.062122750129933024e+02 1.128802796688583072e+02 1.028550521658826824e+02 1.051773132973324039e+02 9.830695535638604099e+01 8.508610163874300270e+01
8.447293497553333452e+01 1.007008804819816561e+02 1.084941884689204272e+02 1.165266096310355408e+02 9.974364384595327238e+01 1.030901952088664899e+02 1.004831889020335183e+02
9.016702099403809711e+01 9.287778112706635625e+01 9.113682374291811072e+01 1.303162755896662759e+02 9.393837285489715327e+01 1.057814208638088900e+02 1.027497450775315144e+02
1.040119971432208956e+02 9.437985300415790846e+01 9.639076744420047760e+01 1.178044045339376851e+02 9.300664535839793245e+01 1.028365510195492618e+02 9.586407434482788403e+01
1.118416188242262308e+02 1.149087070679104556e+02 8.872367501071207130e+01 1.027307920226600544e+02 1.134872097183474153e+02 9.767621799872917165e+01 1.036912862189485764e+02
9.469568494329416808e+01 8.617316100847379801e+01 9.583387680598698921e+01 8.334652928967483376e+01 1.169489610920003315e+02 1.055044557350884844e+02 1.009934706510362616e+02
1.028268502079555020e+02 9.651406991263210955e+01 9.111587119143831615e+01 9.593030488669009515e+01 9.668839236858221398e+01 1.226506014280215595e+02 9.139168998714772840e+01
9.933175723617441122e+01 1.075710326302856004e+02 7.861434159608380412e+01 1.044933129326945789e+02 1.001540824734913002e+02 9.843785516137070601e+01 9.749419595998480759e+01
9.978848265545775575e+01 9.507727267451060982e+01 9.742071396415065010e+01 8.169621544838601324e+01 9.752333647981363640e+01 9.129372001151098459e+01 9.819672985533210863e+01
8.657305354964348965e+01 9.221216486214200359e+01 9.842989571469131249e+01 9.948295847858518925e+01 1.056045347756586921e+02 8.910983514046452569e+01 1.004386437901719376e+02
1.012733567656760982e+02 9.820748362969587220e+01 8.852003997098978516e+01 1.065445804237451739e+02 9.700537531598871510e+01 1.106367389767876830e+02 9.464434364502054109e+01
9.954123425286654481e+01 9.441846976908269085e+01 9.007614387713262261e+01 1.178770544606960868e+02 9.581842256784020151e+01 1.055351155216198435e+02 9.702002642203383687e+01
8.758927704318401197e+01 7.618862666775216042e+01 1.017317180757829505e+02 8.185291402348721590e+01 9.295303922115148509e+01 1.075370005001371254e+02 1.047199452518492819e+02
9.264108838664847667e+01 7.575179294328276569e+01 1.016153631878128465e+02 8.140478805825597419e+01 9.560720453419926912e+01 9.522742630653047513e+01 9.998841747229769794e+01
8.948167645318955010e+01 1.093947502302803656e+02 9.980660136358400791e+01 1.077774726375792511e+02 9.360608825328755245e+01 1.106830636120349567e+02 1.011772855088634913e+02
8.954401129315651531e+01 1.082170129366402165e+02 9.464379796659245869e+01 9.511855119451243468e+01 1.044658744184692409e+02 1.195788923670954205e+02 9.826309645333242315e+01
7.820395112332199972e+01 1.112025180721782647e+02 1.039191370856513572e+02 1.111402945125880422e+02 9.436774923988812702e+01 1.242609088217342617e+02 1.033651011107554609e+02
8.093076734250779225e+01 9.233247325960425655e+01 1.144985390620375512e+02 1.306829916591410097e+02 1.117705197924239258e+02 9.992646172210476152e+01 1.087171536347825764e+02
7.983027087604413907e+01 9.707086158696345990e+01 9.758373024784903293e+01 9.338577884733194878e+01 9.368533290300068472e+01 9.627040695403151460e+01 9.376842945212501945e+01
1.040938363243227087e+02 1.126348487828917371e+02 9.859387041868389190e+01 9.124459059364524194e+01 9.603290039268192402e+01 1.023895038306086036e+02 9.347103740935310157e+01
1.105390979155960451e+02 1.053976689843162120e+02 1.042770977303920006e+02 9.331394318754890094e+01 1.044645519442828459e+02 9.147234753424538667e+01 7.755506348757116086e+01
1.129905764540947644e+02 1.079316918626926025e+02 1.092340436755797839e+02 1.134774685449392280e+02 9.604861839876123497e+01 9.313542712085755682e+01 1.016623466725565095e+02
9.912529934064698978e+01 9.459618138343699911e+01 1.025484282355978962e+02 9.985428558756841255e+01 1.145348039600141306e+02 1.032858043951143401e+02 1.080820870973593912e+02
1.025795464725653687e+02 9.812439310864068887e+01 9.605005689018130965e+01 1.055957973185601020e+02 1.119545206583375716e+02 8.913620057193077173e+01 1.013276350779870825e+02
1.087940089714035139e+02 1.081407245983338896e+02 1.050060905243222180e+02 1.034859255310275330e+02 1.104638893275281077e+02 1.083662600805795933e+02 1.006371825429560261e+02
1.097606795993814899e+02 1.097297243614341937e+02 7.740395747417683481e+01 1.005628074916435111e+02 1.119662175025520838e+02 1.129898031378905046e+02 1.027056417804991497e+02
1.052257857489332764e+02 1.001165347845762597e+02 7.744858941753081183e+01 1.002787174448280041e+02 8.306891032954698062e+01 8.064748917568374509e+01 1.125838317250997136e+02
1.004981634626309983e+02 9.322312509900460498e+01 9.529369011762254615e+01 9.703622942289024422e+01 8.339443880446484059e+01 8.111493621715059987e+01 1.067737327291046086e+02
9.866016707505281147e+01 9.621944609561208495e+01 9.429579383045049212e+01 8.637111508131131643e+01 1.134255453575148920e+02 1.186418617104483531e+02 9.316126957992878488e+01
1.036960530150516178e+02 1.166926937261595043e+02 9.709069589314117366e+01 8.953768277918487684e+01 8.913161893976881345e+01 1.047951662259535794e+02 1.067868480922658847e+02
1.032934121779973395e+02 1.288273710306572184e+02 9.484733803963834475e+01 1.024733697144419580e+02 9.183984402432810157e+01 1.084399216075332362e+02 9.429759301801090032e+01
