time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	
9.452770145548075220e+01 9.239072986684459465e+01 1.095654506889457309e+02 8.435491046249183000e+01 1.066411540478723055e+02 8.374022918782721092e+01
8.603091372216664467e+01 8.340169567894187708e+01 1.071340611745641667e+02 1.093466031572840222e+02 9.618992908714149337e+01 8.664374605290518616e+01
8.458312681598745542e+01 9.619750454879769563e+01 1.110392994644022622e+02 9.562974059364447044e+01 9.664970128968036533e+01 1.110269788419844588e+02
1.031344906285287664e+02 9.626747971777942325e+01 9.827278164955052375e+01 1.066525158733997785e+02 8.886213489246959796e+01 1.065620584469743051e+02
1.011482337241739771e+02 1.007279280937269448e+02 1.006538676158462238e+02 9.991239668586176492e+01 9.311289517504339130e+01 1.217516698109805731e+02
1.066010653746388925e+02 9.883938003335322264e+01 1.022696799463737420e+02 8.987211037668480174e+01 9.487528018069765778e+01 8.864823956437193431e+01
1.048994109936536034e+02 9.257570666194914111e+01 9.335250755051768579e+01 1.130098860191387757e+02 9.534424617351214692e+01 9.408483996402208049e+01
8.632949293173466287e+01 1.003088219828119492e+02 9.580803704143949062e+01 1.093748130430376762e+02 1.019831565291418372e+02 8.806879378832563532e+01
8.719691913487345403e+01 1.161304155555498312e+02 1.027120438510838198e+02 8.288643143229285215e+01 1.054627326360480453e+02 1.005703826587129299e+02
8.319475174784231797e+01 1.014132383059664164e+02 8.819926754747240238e+01 1.033579434880627872e+02 1.196745155953805408e+02 1.028973261759240643e+02
1.377659472132027076e+02 1.069577309184879965e+02 9.548736761454865984e+01 9.977007215748443514e+01 9.519989626109247638e+01 1.017467931011038331e+02
9.789589481892947731e+01 9.425408112996849752e+01 1.033260077849832896e+02 9.889542929218093548e+01 8.600541550042464678e+01 1.101954238394314132e+02
9.664447167138688144e+01 8.832314805714818817e+01 9.916430103192719514e+01 9.545270764697556842e+01 9.501840288544411806e+01 1.114868289958568823e+02
1.027356040651299338e+02 9.316496621889727692e+01 9.726096769144334075e+01 9.638996380149296783e+01 1.062409504373297580e+02 9.589936955385286410e+01
1.017519541462422126e+02 1.093230014461905171e+02 1.108529870238527337e+02 1.038623385578183047e+02 1.053000599872083569e+02 9.730186453053732976e+01
1.002678600995380549e+02 1.108247218342424389e+02 1.181673068536927929e+02 9.298048866644113275e+01 1.068773239067956240e+02 1.043315530119420913e+02
1.055665840696251223e+02 8.723019065452980669e+01 8.829306218316901322e+01 1.069011739010802700e+02 8.922331324902425820e+01 1.163102324307662343e+02
1.000142994900395195e+02 9.844986448009602498e+01 7.347988648024792724e+01 1.053567542644071864e+02 8.555595613361170138e+01 9.624224097349868146e+01
9.907249824183759301e+01 9.832293260862319073e+01 9.631586015210660889e+01 1.012078438152454112e+02 8.854487915557785982e+01 1.028653562249637901e+02
8.769939233961945035e+01 1.105114529069440579e+02 9.580196723694426453e+01 9.398082085184134371e+01 9.350652708040992422e+01 1.001837136925942957e+02
1.192884006679187792e+02 7.777707501714159832e+01 8.535085704614039059e+01 9.407531970692278378e+01 1.004289344550570746e+02 1.078768751389694103e+02
9.199365073234707779e+01 1.099060436636158613e+02 1.117433767038718031e+02 1.044778669676344691e+02 8.975653967318544346e+01 9.531093969655560727e+01
1.025933822668913535e+02 1.014601604357812477e+02 1.097109883124170722e+02 1.066573137347788958e+02 9.741943659148758172e+01 1.000856265364490696e+02
9.985591948136831775e+01 9.196300047010140588e+01 1.095650415664110540e+02 1.014648966066546478e+02 1.112712904436780832e+02 1.018100101726434730e+02
9.068279635419196438e+01 9.650870686895575545e+01 9.928604049974893542e+01 9.596188552837971031e+01 1.092563211764487932e+02 1.050775851101507641e+02
9.893445226042049967e+01 1.036695961681313918e+02 9.959478537900142214e+01 1.064580561911169383e+02 1.001488494154391589e+02 9.445964368913868725e+01
9.203330011512962017e+01 1.123024161453379151e+02 8.935636362974736358e+01 9.356840778591428887e+01 1.161387241167705184e+02 1.156718532697618684e+02
9.273548579328767971e+01 9.698580031177108651e+01 1.073749463669298052e+02 8.432573591054065787e+01 1.107054703530871791e+02 1.112399000108604952e+02
9.364147696256318909e+01 1.029258748951005487e+02 8.748936888597042127e+01 7.663619498794643903e+01 9.891188195091822877e+01 1.132060375623129573e+02
1.128926917334059965e+02 9.766355946384777553e+01 9.630169048543208987e+01 1.100077012442847035e+02 9.824543223487557952e+01 1.015981810864217607e+02
1.144867540351206117e+02 9.467379936914348093e+01 9.135454024128492279e+01 1.105137960289056451e+02 8.958071384948112836e+01 9.493559569937947629e+01
8.737269070171942076e+01 1.114219820439855937e+02 9.805461532253359280e+01 9.350736706791590791e+01 8.755096245115922216e+01 9.298893902603309414e+01
1.017931004496415426e+02 1.016947723953012712e+02 9.443363945523992697e+01 9.536096791705641351e+01 8.582626679033373307e+01 1.148526983770354661e+02
9.919271247024292393e+01 9.867951534615917808e+01 1.022865551101545094e+02 1.060254738537385748e+02 1.027741613818914601e+02 1.122614965510594800e+02
1.040263475011250449e+02 1.072092387938772049e+02 1.002725209635354560e+02 1.094701874763559886e+02 9.818647950635602228e+01 1.209365422316812584e+02
1.115769756993751400e+02 1.106057839329393175e+02 9.263620703789513300e+01 9.390642537938425960e+01 1.095033283707423379e+02 1.176619990567022427e+02
1.134008235380212994e+02 1.157065004562613098e+02 1.001942804444953623e+02 1.079266646223943837e+02 1.259300119618433769e+02 1.078839653564199494e+02
9.790500171059805723e+01 8.527213572866845936e+01 9.437262425678856914e+01 8.791940241907002473e+01 1.213271538833197951e+02 7.718953234862313195e+01
9.760057760430446194e+01 8.802904665460876288e+01 1.034900044363565144e+02 8.823868010611380441e+01 9.831444159725771215e+01 8.476319462056902410e+01
1.076825443097882697e+02 1.238044936801218086e+02 9.948219833017301994e+01 9.844722692190927660e+01 9.735702457961866685e+01 1.016507176179991774e+02
1.072775209351596999e+02 1.232247901119965263e+02 9.678664724998829172e+01 8.068182273076335775e+01 1.187465657840505457e+02 1.028184926653340625e+02
1.057462111273730159e+02 1.075256256222209146e+02 9.188322353419981425e+01 9.573260896224300609e+01 1.082352589340606244e+02 1.013887020596950492e+02
1.169746802768199103e+02 1.114229429441712540e+02 9.339785088675196789e+01 9.512656511645990065e+01 8.733097159822406752e+01 8.649237714904182894e+01
8.367884272194083906e+01 9.707665236268417175e+01 9.292885822766692172e+01 8.034066904284507871e+01 8.862155512622290132e+01 9.445188485805510936e+01
1.053499975080860622e+02 9.598273662422852226e+01 9.191425102245068501e+01 7.618667075911305631e+01 9.640349813114953292e+01 1.123321447379198048e+02
9.155924351472813782e+01 9.733376069733088798e+01 8.877214513305392529e+01 9.999092310018954777e+01 1.009138701480501510e+02 1.099824621711765644e+02
8.425326912372509014e+01 9.391308445443956998e+01 9.906076764815306035e+01 9.005840777281758847e+01 9.482580941078144576e+01 1.095524858801258574e+02
1.193506105153727219e+02 9.870128906975281780e+01 1.070590985298333635e+02 8.766006791289765943e+01 1.037038045381154348e+02 1.141604115529827084e+02
1.064757845673768912e+02 9.605021657252163436e+01 8.908403748446359316e+01 8.612156643463946182e+01 1.111420351069355803e+02 1.106005711515593788e+02
1.065741048814590783e+02 1.022784491960673563e+02 9.924058379408015185e+01 8.230206791574072156e+01 1.058886144943664220e+02 1.119710688705064996e+02
1.035386890689797781e+02 1.024489141872614653e+02 9.848881926505096374e+01 8.488219616387277711e+01 9.197987580171162847e+01 1.050726052846038954e+02
7.972936793845502734e+01 1.213157992416429494e+02 8.915402055222591571e+01 8.775446042464378138e+01 1.007498468609880575e+02 1.210856724359620813e+02
8.072594119483815689e+01 9.076665360833979435e+01 9.175658898311831990e+01 9.451514909553371524e+01 1.017527264211537954e+02 9.572896940673807364e+01
8.101153293651488241e+01 8.823962308344009386e+01 8.760553623220391728e+01 1.052964936536548350e+02 9.615401063625094480e+01 9.668470258632862624e+01
1.038918529688614427e+02 1.004345895786916572e+02 8.768069833040485150e+01 1.004597683443257097e+02 1.013347199718531044e+02 1.152690923382727846e+02
9.815379543523478389e+01 1.046444691474194286e+02 8.198580967504086914e+01 1.010913530644600939e+02 8.704432303673156923e+01 9.798348774344225376e+01
1.022187773667389479e+02 1.031336354481111073e+02 9.589238667924959714e+01 8.135008809544405040e+01 9.914433171297804392e+01 1.184752196325798650e+02
1.156286711497541262e+02 1.037522706469946598e+02 1.101301539451627463e+02 8.280861905827913461e+01 9.049548032495408734e+01 1.398427948750542100e+02
1.198453209932112316e+02 1.065714602735895511e+02 1.098366035379450665e+02 1.095825708205720730e+02 8.893791882144554961e+01 1.295135210113425615e+02
1.121790633834212372e+02 9.900116157447021692e+01 1.098187911661925682e+02 8.973442145382921353e+01 9.025949133352554554e+01 1.177701009068728979e+02
1.047596132604765273e+02 1.018373069957069958e+02 1.107705971522898096e+02 1.010189712683079364e+02 9.038027224883987287e+01 1.024312469997744302e+02
9.248029496628618062e+01 9.777955616197790789e+01 1.132091978787762514e+02 9.193339403279208000e+01 1.017240187941042109e+02 1.043241845508803038e+02
1.050942385500787424e+02 9.867258271877395259e+01 8.136725985008744999e+01 1.052261913847293187e+02 9.279899877333519953e+01 9.772189795140376134e+01
1.044603173416168715e+02 9.183718642027595536e+01 9.334520246521397269e+01 1.009754646048430970e+02 9.083178669411489636e+01 9.861870158366275518e+01
1.136156371106175982e+02 9.547342419681008607e+01 9.803781944450008723e+01 9.703670961125153838e+01 9.870879107523589369e+01 7.322068951987309049e+01
1.190568652268575249e+02 1.015651596878079346e+02 8.899651567948848196e+01 1.104087084355498263e+02 1.064442132593472365e+02 1.262401240027480185e+02
1.151972158007078946e+02 9.492502640026090432e+01 1.003972260075867666e+02 8.726231326548878542e+01 9.687599432045901438e+01 9.613701681125306209e+01
1.037846963698191871e+02 1.003883168458904009e+02 1.057723033311691694e+02 8.857385645905364413e+01 8.616842402554840419e+01 9.899825657858509942e+01
9.635357795915771817e+01 9.659249882977766788e+01 8.934340111905785875e+01 1.137148423209518739e+02 7.264011446733677246e+01 1.054278313372481506e+02
1.039945012137374079e+02 9.644375849479631313e+01 8.708067950076791419e+01 8.630454329089073440e+01 7.657090442052957258e+01 9.213969983549287690e+01
8.143181395011391999e+01 1.030683584572182241e+02 9.688404899332479658e+01 1.026286724389148617e+02 9.401616986026067480e+01 8.698562147664868860e+01
7.886424418042852835e+01 1.027712160027368782e+02 9.776242351360468774e+01 1.012520126366604956e+02 1.040339104244596911e+02 7.775127126430264468e+01
1.062639868664832647e+02 1.017654957672850031e+02 9.710893831893666572e+01 8.890629579875768229e+01 1.025968066024691296e+02 7.725354172549207021e+01
9.561073589512382398e+01 7.793218702974536427e+01 9.581783827139111054e+01 1.100193090914077914e+02 8.879962523302852162e+01 7.554599269035504960e+01
9.676482801099088249e+01 7.764823197863421456e+01 1.087584949107352656e+02 9.625761634798399768e+01 8.985927769769861584e+01 1.211347728597688160e+02
9.861265760781319045e+01 7.838589464036654419e+01 1.053835171312680643e+02 8.865329413423334870e+01 1.112851779023756364e+02 9.339915238297582789e+01
1.031100572456541187e+02 1.122027350504560417e+02 9.678211023792540857e+01 1.197764929633784163e+02 1.086677074599555510e+02 1.106350890817697632e+02
9.253707431648915360e+01 9.972074990782752479e+01 9.453162182721457896e+01 8.406231506341887894e+01 1.075507651913986678e+02 9.247532020111496820e+01
1.074819317893231698e+02 1.034877893311408315e+02 9.302349844935099554e+01 1.122586413047506397e+02 1.003242587726782915e+02 9.271149175440814361e+01
9.145406034584644317e+01 1.026134887963090279e+02 8.690599135764676930e+01 9.032150425808694649e+01 1.049478425725702664e+02 9.144359627532887203e+01
9.014506386701378915e+01 1.023920853129660031e+02 9.937217810486571068e+01 1.022972356293378766e+02 1.051925209903771190e+02 1.030964277062837482e+02
9.285816521489375930e+01 9.608224966941403977e+01 1.062844888107134267e+02 9.736210577207721428e+01 1.011482852840862847e+02 9.335567538162412404e+01
1.039570918267671686e+02 1.056175061969926929e+02 9.109615096107432919e+01 8.530262213416635575e+01 1.093865353559678368e+02 9.807838787289003335e+01
1.015290225135798039e+02 9.556387433842918711e+01 9.805238273120271231e+01 8.510295058960483061e+01 8.746188869318213222e+01 1.097960025598806624e+02
9.062484156129012547e+01 1.093654535050878849e+02 1.022692938451228599e+02 1.121318534583396627e+02 8.604758118309389658e+01 1.058866169120491634e+02
9.365894559115496065e+01 1.085184121634198959e+02 9.275661614103289310e+01 9.035632384320580002e+01 8.264627833812120627e+01 8.936802035610311634e+01
9.371270274253220123e+01 1.105609762657743573e+02 9.771639864188423985e+01 9.256129018185771429e+01 1.034542882436219884e+02 1.112151331832716181e+02
1.016272987245208412e+02 1.108911597388935775e+02 9.810478537485158768e+01 1.043151273613578383e+02 9.970256470621001199e+01 1.067814803340842218e+02
8.530915990065741994e+01 9.169802987133866168e+01 9.111364810743717157e+01 1.090117614953412044e+02 1.007244083943434418e+02 9.553662612353545569e+01
9.398575280742080906e+01 1.062076884529363952e+02 9.879736726778655509e+01 1.119921012241152454e+02 9.705331768345445198e+01 8.554237850741128568e+01
9.069147986671625006e+01 9.444458811318520475e+01 9.174849316679552658e+01 1.081626722095566464e+02 9.986132388873429022e+01 8.356738569648253190e+01
9.237582975119184425e+01 9.991301653372157432e+01 8.584917962091640220e+01 8.869184956613433712e+01 1.109916149606402485e+02 1.083635213387739498e+02
1.066153815144426744e+02 1.129128176470895255e+02 8.433132932754892863e+01 1.114587460467703295e+02 1.119090863600147685e+02 7.645116275106164494e+01
9.734131996867223791e+01 1.071745175457741084e+02 9.087881608805784595e+01 1.026652165533333232e+02 1.081019834202702725e+02 8.088234694071113040e+01
1.044179842018457549e+02 8.897525059172320994e+01 8.660514067102089086e+01 9.241533595005526536e+01 1.112629142728591916e+02 7.806912107393216615e+01
1.105333332452602804e+02 1.071438229774830546e+02 1.219580508775519689e+02 1.072077484018419682e+02 1.127283351918416940e+02 8.183842564691512678e+01
1.057838463910777307e+02 8.887833713002447666e+01 9.358170603421268652e+01 1.028181030479717037e+02 1.240303632361110573e+02 9.549820475291629407e+01
1.100179609600733812e+02 9.629842507646634431e+01 1.066973764381172458e+02 1.105920650927227626e+02 1.024383733979692579e+02 1.000521054141701711e+02
1.023466755575121709e+02 8.744680990990860892e+01 9.428162828294317421e+01 9.718588741525866226e+01 9.469812342676129902e+01 8.684875863712345279e+01
1.035680833511250967e+02 8.055538934580502541e+01 9.950629849631580726e+01 9.732771478657780051e+01 9.793056003899300777e+01 9.405069174782627783e+01
9.400564528165466527e+01 1.172202946384978191e+02 9.924031736260667458e+01 9.952203133927666556e+01 1.024996310812853579e+02 1.010605441613122224e+02
1.007463068403488933e+02 9.738682387044330824e+01 9.400764798627292862e+01 1.023790210522821837e+02 1.045749575278435088e+02 9.968316385637388066e+01
8.529023413709263934e+01 9.924616689936328839e+01 1.060306448289197618e+02 1.018829438430369976e+02 1.114510334159160720e+02 1.219392853475752645e+02
1.150050107502967762e+02 1.016734437982867121e+02 1.173572146002149168e+02 9.127771732896493972e+01 1.159103175833871262e+02 1.259078488278027521e+02
1.102623607447446261e+02 8.593112134835860161e+01 1.164945080849082615e+02 1.076725915723752109e+02 1.163952488127050913e+02 7.769285348658766566e+01
1.118238537587265853e+02 1.019350432347043949e+02 1.198339243067738380e+02 9.856289312024551919e+01 1.096731020577219056e+02 1.208388303434020941e+02
1.240999393025991253e+02 9.167626022698310351e+01 1.272004180037701389e+02 1.004625260903719948e+02 9.301195818226288736e+01 1.014457367332100546e+02
8.555656410237689613e+01 1.033803893761860735e+02 1.289511184901264187e+02 8.171425001164044488e+01 1.058806584596316185e+02 1.044540921381327223e+02
9.358982158900512616e+01 9.407006345573262251e+01 8.167650164760456732e+01 1.177185257591623895e+02 1.124468127040741763e+02 9.976642339535146675e+01
9.835884243146018946e+01 8.845407891162483338e+01 1.125259364339503350e+02 8.416130422640215158e+01 1.112731354427691741e+02 1.000194266388045889e+02
9.120329948961600053e+01 1.072925973523992127e+02 1.239612410531946978e+02 8.554456711551276271e+01 1.060389415677329623e+02 9.485095350314553286e+01
1.142954011303736763e+02 8.890263615041945400e+01 1.169517728187239385e+02 8.709326381882073065e+01 9.299749631911410575e+01 1.139306556344123749e+02
9.227847956158647946e+01 1.012274944054736210e+02 8.480167662312425136e+01 9.552126550892566570e+01 1.049814889375657714e+02 8.319720550243661705e+01
1.082790225693924810e+02 1.025022478676891637e+02 1.069497493051413528e+02 1.034787589474349261e+02 1.087139174833105812e+02 8.450416778488158798e+01
1.023861063286762629e+02 9.656682489781461243e+01 1.005521508095702927e+02 1.131434559510797442e+02 9.360832773936608930e+01 8.609040374640095195e+01
1.027490343452041230e+02 9.335737404557217189e+01 9.548556210553778101e+01 1.044229511898650316e+02 8.969877961066336525e+01 9.172014405583730934e+01
1.002858866707481127e+02 9.113081609696752139e+01 9.398464903687704464e+01 8.600395626008582894e+01 7.947059429738372671e+01 9.077615899463863514e+01
1.007163081067824209e+02 8.297509700838095625e+01 9.002194966671271459e+01 9.052358285051676035e+01 8.726543984051437519e+01 8.921628346658667397e+01
9.891568603378782143e+01 8.781503065431371624e+01 9.707322352472351668e+01 9.762742993747959019e+01 8.319123204334641741e+01 9.887303059024506524e+01
1.034267347710239733e+02 9.064164458289843651e+01 9.432180135808461330e+01 1.024483414499761835e+02 1.052018551726089726e+02 9.314734867716396138e+01
1.032772773176205447e+02 1.026935585467439864e+02 1.013950195192366266e+02 1.141207548628036079e+02 1.069338159076268511e+02 9.367123122041665795e+01
9.418649754973269239e+01 1.017327183504908135e+02 9.788128775666096715e+01 1.077453987518169356e+02 1.051513137366511614e+02 1.003384023097886200e+02
9.344827672661824636e+01 1.046017939322162817e+02 1.086880699654038409e+02 9.070096120893887814e+01 9.478806342863549617e+01 9.962996176871656928e+01
9.506216305152597101e+01 1.189076585629537135e+02 1.029397722678184550e+02 9.853622600300387546e+01 1.008157716562494386e+02 1.054780321921593327e+02
1.108527734893443011e+02 1.196222511092451697e+02 1.121095332932526958e+02 1.091001820770765249e+02 9.001046158511820749e+01 1.080239136832284004e+02
9.675629374879454758e+01 1.145564309646446759e+02 1.097541962021761321e+02 9.227117165218592731e+01 9.088865983330775578e+01 1.041126789898933680e+02
1.005174166685337127e+02 8.308220102435066678e+01 1.103508085429464813e+02 1.061350064696759148e+02 1.088441566378911602e+02 8.538725376615832374e+01
9.849602236912730291e+01 1.046865172392973449e+02 1.124766914389885244e+02 9.176538248439882750e+01 1.067126613288133257e+02 8.499792958030617740e+01
7.843986433730354690e+01 9.520334128269715279e+01 1.053829178982047239e+02 1.099175671513261250e+02 1.030030053151340752e+02 1.042894558574109567e+02
9.216199880070880113e+01 1.035737121998013635e+02 8.680667313580576661e+01 1.050067947673634876e+02 9.580424101376995338e+01 1.065194868534969999e+02
9.840544079924553955e+01 1.102273692201870858e+02 8.593513072026510713e+01 8.739752183923425832e+01 1.101562403791506313e+02 1.079343996876663283e+02
9.036512109880951016e+01 1.111177904783976800e+02 8.757791558837359958e+01 1.062800062668374750e+02 1.067560431029087340e+02 1.087929287828890068e+02
9.238021679687061294e+01 1.000328927178918406e+02 1.007541761969730771e+02 9.787813095391723550e+01 1.028237289366222740e+02 1.004683143011358766e+02
1.028114303767976310e+02 8.935293872825839401e+01 1.049055291855729877e+02 1.103991309998816632e+02 9.953947401887583624e+01 9.935224383455374664e+01
8.720478265424998199e+01 1.019891979993239914e+02 1.083695662534160249e+02 8.601901007180720171e+01 9.588746125885228366e+01 8.190972393731638590e+01
7.870662252697943018e+01 9.625235636362205582e+01 1.071577534154515945e+02 1.024097421809633346e+02 9.770047592918419355e+01 7.017976589777796903e+01
1.208538492757633094e+02 1.059295093207052503e+02 9.081090436670416466e+01 9.263067512990508590e+01 1.094754205067056887e+02 1.027005706200676372e+02
1.231518917349160631e+02 1.108954559079388105e+02 1.092417257908283119e+02 1.028027589992890114e+02 1.065170047384546876e+02 1.016854194965145268e+02
7.996510689402046523e+01 1.088603697323825941e+02 8.581876002795503666e+01 1.065746479763969745e+02 1.028837907433882464e+02 9.976710011838430603e+01
8.738547597426122593e+01 9.158356995162732517e+01 1.166432630221486022e+02 9.281546008295333650e+01 1.099311132620264431e+02 1.097377324846509055e+02
7.965635214470718495e+01 7.722427436818212243e+01 9.737973175220768951e+01 8.973038851321693699e+01 1.072287595346638227e+02 1.099468947723816683e+02
8.269024850305808627e+01 9.526575179572702723e+01 1.079735317256869678e+02 1.015365914733601755e+02 9.669273563916631531e+01 1.038698349399476797e+02
1.116603889153526836e+02 1.012914260813219300e+02 1.076709341568889613e+02 9.853489466168784361e+01 9.942919104560476740e+01 8.814382556654751966e+01
1.228834061755914036e+02 9.727367057634872083e+01 9.987567787099290229e+01 9.334428948761112110e+01 9.901555698833627162e+01 9.288305609745856373e+01
1.092875485357604646e+02 1.064380750827438078e+02 1.157613875716873792e+02 8.609063267555102072e+01 1.059357765818963202e+02 8.916767103387084603e+01
9.844832077359345135e+01 1.065056780232571612e+02 1.098930971077594876e+02 9.690507780670222360e+01 8.527207983780654388e+01 9.246213386008739121e+01
1.062012537629472888e+02 1.048594959964530204e+02 1.133069819162838456e+02 1.062835982351223976e+02 8.728972724444619757e+01 1.053119321494323373e+02
9.235697678908427122e+01 1.047679866895297351e+02 1.072036833297447203e+02 8.780050611225831858e+01 9.459140732124775752e+01 9.213949792456428156e+01
1.011617572374838687e+02 1.045895998442097863e+02 1.007240716526869448e+02 1.042142382482590364e+02 1.071427597032374166e+02 1.014851885578577821e+02
1.004832095647761463e+02 1.092585282909815021e+02 1.055151709939271143e+02 8.782646960327572572e+01 1.039444188307420802e+02 1.053110210403166889e+02
8.954894572480102966e+01 1.093550823318938257e+02 1.050817677595598383e+02 1.021159960810102234e+02 9.555347872023442335e+01 8.873491569806556356e+01
8.267728862783501143e+01 1.072519938779098254e+02 1.022335457247962580e+02 1.153371275679894552e+02 1.005414334749272030e+02 1.025177127210882020e+02
8.447954731450499821e+01 9.211825465447736860e+01 1.067182751996316625e+02 1.002613156286612792e+02 1.011030645482370716e+02 1.086802241913823082e+02
8.338577903408317127e+01 9.551060078131710895e+01 8.993206247148876287e+01 9.130230936476505121e+01 9.790045988958141265e+01 9.003463459860486751e+01
8.828178221503513612e+01 9.522620762358039315e+01 9.451295820062728126e+01 9.056795742986989239e+01 9.037782845724153447e+01 1.181721921900912662e+02
7.736578775430443500e+01 1.041242720498257910e+02 1.029024988256439315e+02 8.218896354070352572e+01 8.801051046093505192e+01 9.643881510121379108e+01
8.491387440212002957e+01 1.022832301033522100e+02 1.038269483949272001e+02 1.023931774042460461e+02 9.851975456272124632e+01 8.332964940069706472e+01
1.113477923231442759e+02 9.825270964733707046e+01 9.714307055693046777e+01 1.006400591008427483e+02 9.761843250458645116e+01 1.113296615526508049e+02
7.376185686757300175e+01 1.005499826656163833e+02 1.090915668250226815e+02 1.035781710511527081e+02 9.534980068275190490e+01 1.005645782967191622e+02
9.398709675013070353e+01 1.073541341974981975e+02 1.016198782013938740e+02 8.439022075079034835e+01 1.105007597366160610e+02 9.772713984373956464e+01
9.170937733693595817e+01 1.120598691277159276e+02 9.587013352143169698e+01 8.181477448628371008e+01 1.101189310505876904e+02 7.610776643261976915e+01
1.005193457115685192e+02 1.148696688834781270e+02 9.887386126624488725e+01 1.109996278021369989e+02 9.811357757478806718e+01 1.267495938115533249e+02
8.838484032010808278e+01 1.128870539202192589e+02 9.248057702565353111e+01 1.239766310579900335e+02 8.699014787206318999e+01 9.462878980685935915e+01
1.116797419057804177e+02 7.832051746948356197e+01 9.617822802250594805e+01 1.053209872471896631e+02 9.183908857717482022e+01 9.434591663684983587e+01
1.044820735130400067e+02 8.382492039153711971e+01 9.427869756251443789e+01 9.391514525148686232e+01 8.503149839563376133e+01 9.069896975580412857e+01
9.551005329519236398e+01 1.022502006450652630e+02 1.128103522069173295e+02 1.056225282011380955e+02 7.940552212157638223e+01 9.383354129694508572e+01
9.751463080913475778e+01 1.005130371288591675e+02 9.917793422636620448e+01 9.297607541548740073e+01 1.045179127555751677e+02 9.518294973419772020e+01
9.080843815032234545e+01 1.000005684249033209e+02 9.883910607734568998e+01 9.327139292996618281e+01 1.031200238410227144e+02 9.843801328416003571e+01
9.858724017726409272e+01 9.783017706103193234e+01 1.034289446201910323e+02 1.008212710046783087e+02 9.476893315314259780e+01 1.085309785619888316e+02
9.131626568737273431e+01 1.031266797143306633e+02 9.579362825481841526e+01 1.134992310092063121e+02 1.014900475560760640e+02 1.138899333178778761e+02
9.262018928978011445e+01 8.275668352279987516e+01 1.189723383279198003e+02 1.152982414118824579e+02 9.817402665104940240e+01 1.153850966976037284e+02
1.014031026188755362e+02 1.121425107263992089e+02 7.628405715357364159e+01 1.195007432418991300e+02 8.375207134449686919e+01 1.172918304409747634e+02
9.274265971774988770e+01 1.184775153929661258e+02 9.940120447485416832e+01 1.072347819660197246e+02 1.192364581835204120e+02 1.148420029894826939e+02
9.252794169175214734e+01 1.098113912897392055e+02 1.068676180409518253e+02 1.201734537588680780e+02 9.814838482437916412e+01 1.222105885830564063e+02
9.578242432927932271e+01 1.149670640186945860e+02 8.881908495390048586e+01 1.068415380610900911e+02 9.313061454734597078e+01 1.137543179636857076e+02
1.105845451975435481e+02 9.384035925668545985e+01 9.986200479310863898e+01 8.849744676657495290e+01 9.394880841075232070e+01 8.189700839995444426e+01
1.051207193019507287e+02 9.649055415670139269e+01 1.001541315458099888e+02 9.149434594194667625e+01 1.014907026844124687e+02 9.734968187565743847e+01
1.021760122289885402e+02 8.081548185576329502e+01 1.051945286543184750e+02 1.062492333756384824e+02 9.456638717951075535e+01 8.591084716798387433e+01
1.116533933295427516e+02 8.243550721248990953e+01 1.067023249722309828e+02 1.091066290239266721e+02 1.032943331326404035e+02 9.686576408197518617e+01
1.020838853860723106e+02 8.263046679517252358e+01 1.101357634738741638e+02 1.319901982636874322e+02 9.556349760918955383e+01 1.005415189838714980e+02
1.044340159403660948e+02 1.007689592249578681e+02 9.108476883261587886e+01 1.297139842566899119e+02 9.544577712420756654e+01 9.634109706487336666e+01
1.005132946917575651e+02 1.096141601803130357e+02 7.968397916958620897e+01 1.316003852574795303e+02 8.703089881114459558e+01 9.122583522763494557e+01
1.006180451479034446e+02 1.000420218546097573e+02 1.203483467567988328e+02 1.301202782528474131e+02 1.029256875071853869e+02 9.150288206403985214e+01
9.661477525249826215e+01 9.348196172413111071e+01 8.889454806715630752e+01 1.230959277070010387e+02 9.849554898786608703e+01 9.257384043678479202e+01
1.105483792774596168e+02 8.853144306944582809e+01 8.945297012351450405e+01 1.201878905949757836e+02 9.624471416427520865e+01 1.011077920795565603e+02
8.283423164954569984e+01 9.164574032038206042e+01 9.340107731475571029e+01 1.152133766990350239e+02 1.012160933765020445e+02 1.078826236108423871e+02
8.885725508342230228e+01 9.733023589939969611e+01 1.167737012234943137e+02 9.768521939788595887e+01 9.531890083699525462e+01 1.059524498393826661e+02
1.035912135748145317e+02 9.865587547070310848e+01 1.134379226105244953e+02 9.841466659844610376e+01 9.117480194987794562e+01 7.443394510281197540e+01
9.690157234497002037e+01 8.449234085200075128e+01 9.730281181506269661e+01 9.881245655799664007e+01 9.490036577158123521e+01 8.002029354254928251e+01
8.565794881853538811e+01 8.241482138040879590e+01 9.098420344588004127e+01 1.055373518351834008e+02 1.037141614490431749e+02 1.076909701673670838e+02
1.027442281766606840e+02 1.119564923060447654e+02 1.106109229265299092e+02 1.054605153893126896e+02 9.436774829562716604e+01 1.076215152437477798e+02
9.617239578504971576e+01 1.107492651575972076e+02 9.499287897224904498e+01 9.810447936525184787e+01 1.007983990367469573e+02 1.059890158950826446e+02
8.971014398110406773e+01 9.695382972843033542e+01 1.087153389484806780e+02 1.057803639659092454e+02 9.884471533427307577e+01 9.143068448434945594e+01
